id,pred_label,pred_noise_type
dda301c2b6e245158fa7,HATE,ORIGINAL
43776702145b4c6fa493,CLEAN,MIXED
8cbab81f98ec49e39ea2,OFFENSIVE,TEENCODE
31ffcffd42524ba4b55f,CLEAN,ORIGINAL
158698c0957d429b809b,CLEAN,PUNCT_NOISE
e1388f61af2247d8a347,CLEAN,CHAR_REPEAT
ec834fa2d0cb4b858e35,CLEAN,ORIGINAL
4bcd8441d91341058895,CLEAN,MIXED
2e3b0ec42a2d46c7a387,CLEAN,PUNCT_NOISE
4af2226f78dd44b88bd3,CLEAN,OBFUSCATION
03296aa4a42c4b958934,CLEAN,NO_DIACRITICS
69f7dbd182a64b4388dc,CLEAN,MIXED
4219020f4e294643abbe,CLEAN,NO_DIACRITICS
f9943eeb277349bb9409,CLEAN,PUNCT_NOISE
d42827f8b72d4abcae00,HATE,ORIGINAL
ea3a8c2626cf438481c3,CLEAN,TEENCODE
69a5d0c5b7224b1588d8,CLEAN,ORIGINAL
c8e988a093324d47b312,HATE,PUNCT_NOISE
ea6fddf13727476e81a2,CLEAN,NO_DIACRITICS
18182c3ff5d84731bed5,CLEAN,ORIGINAL
f1f7b8a14003449397be,CLEAN,CHAR_REPEAT
535108ae9c64408b9ab8,CLEAN,NO_DIACRITICS
f1a482ff9e794d26962a,CLEAN,PUNCT_NOISE
80c4a66e58c746999470,CLEAN,ORIGINAL
bfc1d9232659437b8637,CLEAN,ORIGINAL
99de49ab67e84e42a5ed,CLEAN,ORIGINAL
8d45097381df4349975f,OFFENSIVE,ORIGINAL
1ad6d8dbd8bb489b8e66,CLEAN,MIXED
d7b1d8d45df9405dae6f,CLEAN,MIXED
8e7ab6f0aa144f5bb525,HATE,TEENCODE
af128da7028347e4831e,CLEAN,CHAR_REPEAT
1524aa898b4f4ae78f8a,CLEAN,ORIGINAL
df76fc35d35649cb921e,CLEAN,CHAR_REPEAT
a808c6ade4774492b62a,CLEAN,PUNCT_NOISE
80e99d9cea164db1b07d,CLEAN,ORIGINAL
1fea469862c7421cbd39,CLEAN,ORIGINAL
721d8fee712a4bf6941a,HATE,NO_DIACRITICS
cc51e52e5a454b378a40,CLEAN,ORIGINAL
8374cd726f1c4f23a32d,CLEAN,OBFUSCATION
2dec1e20b6fe49278d83,CLEAN,MIXED
4e22072d131a4342895e,CLEAN,OBFUSCATION
858ab307339a4a99a0ec,CLEAN,TEENCODE
f6cef488ab0e4f2796a4,CLEAN,MIXED
b9e8b7ce3104454aa860,CLEAN,OBFUSCATION
00dc85ec9d2d43bf92ea,HATE,ORIGINAL
f54af652d0664ec8bb1b,CLEAN,CHAR_REPEAT
04a8d792316b45929a46,CLEAN,ORIGINAL
eb8a54351c7b4e87bf0a,CLEAN,ORIGINAL
9641489e9a5546c19e86,CLEAN,OBFUSCATION
cd1d63a955c94299a195,CLEAN,NO_DIACRITICS
4fad48d393154f21b05b,CLEAN,CHAR_REPEAT
ba640227ba8844bca9f7,HATE,OBFUSCATION
a7523cbc820e40eb9f19,CLEAN,OBFUSCATION
6a0624deb02b46f5a0c8,HATE,ORIGINAL
72c6cd12710e49938fbe,HATE,CHAR_REPEAT
1c3955f766004dfb8f7e,CLEAN,OBFUSCATION
18544dd217e14fbf8210,CLEAN,ORIGINAL
5d0777bb2a5a43fe9389,CLEAN,NO_DIACRITICS
a05f2f1e59f846549b41,CLEAN,TEENCODE
e3e381c7204a4737891d,OFFENSIVE,CHAR_REPEAT
f5955e50905244038e57,CLEAN,ORIGINAL
ad3f36379c2444aaaebc,CLEAN,ORIGINAL
307d8718591d4530a578,CLEAN,PUNCT_NOISE
fab64e914e5e4c068530,CLEAN,ORIGINAL
3844b4c5e9bf489d8aed,HATE,MIXED
bfe259f3947c494ba7f1,CLEAN,NO_DIACRITICS
f004f0bf7d8f491db123,CLEAN,NO_DIACRITICS
a9bed82c7ed34e9ba276,CLEAN,ORIGINAL
1be76bd8fcc2415dae36,CLEAN,NO_DIACRITICS
3d0a0cdc9f1d43d5827d,CLEAN,ORIGINAL
6d00881a58954138b7f8,OFFENSIVE,NO_DIACRITICS
99485d27762f4fbc8368,CLEAN,ORIGINAL
c89c8233037d4df89ab6,CLEAN,NO_DIACRITICS
e39b3a06bf8e483c9250,CLEAN,CHAR_REPEAT
a2d02c3473f74debacb3,CLEAN,MIXED
1e63756c12a74e93b3be,CLEAN,CHAR_REPEAT
a1e3633091c34ed3bad3,HATE,ORIGINAL
cfa47dd6d9244d52917e,CLEAN,OBFUSCATION
e02caab51f244a15b428,CLEAN,NO_DIACRITICS
a1a63fe1b4e04edc89e6,OFFENSIVE,OBFUSCATION
30e1a306efe7472c9ebd,CLEAN,CHAR_REPEAT
e58803ffb67941ab9068,CLEAN,PUNCT_NOISE
3c2f8789f14d4806bb11,CLEAN,CHAR_REPEAT
f01989c5d60f44d39553,HATE,NO_DIACRITICS
c3b2f3283fdd49c4a474,CLEAN,ORIGINAL
fa93366e1c8940ee8f8e,CLEAN,PUNCT_NOISE
a804201ec65a4ca08991,CLEAN,CHAR_REPEAT
c0d43c0623b34e26a775,CLEAN,TEENCODE
ea73487ccd8a4532a3b4,CLEAN,MIXED
6221229da43d4666b720,CLEAN,NO_DIACRITICS
58ecdf3a197c4c0ab31a,CLEAN,CHAR_REPEAT
011a318aa9214d899ecd,CLEAN,OBFUSCATION
5853305f44ef445b91b5,CLEAN,ORIGINAL
48895532f00d4ffdb19c,CLEAN,ORIGINAL
f2e857d4f4114f5cbe0e,HATE,OBFUSCATION
aabfd1d623eb4ce5b9b7,CLEAN,ORIGINAL
1671274e7e804b9ca4f2,CLEAN,ORIGINAL
2c72f787fe8b487e922d,CLEAN,OBFUSCATION
f703f3c07d7740469d37,CLEAN,ORIGINAL
44abc477754a451295d5,HATE,NO_DIACRITICS
8c3473e771294e369e25,CLEAN,NO_DIACRITICS
57c80ae7640c42c79f18,OFFENSIVE,NO_DIACRITICS
ff1c56b6b113404f880b,CLEAN,ORIGINAL
38b40d3cbdbd42c99960,CLEAN,ORIGINAL
ad7d76f86ad344d1bf13,CLEAN,PUNCT_NOISE
29808f9a5c9c46069ece,CLEAN,CHAR_REPEAT
57b934b9808d49ef9b77,CLEAN,ORIGINAL
88b6062c3cd642bc90e0,CLEAN,ORIGINAL
8cf4c42442224e3ba02d,CLEAN,OBFUSCATION
962af0f828064933ac2a,CLEAN,PUNCT_NOISE
0345b9e52ba641228278,CLEAN,NO_DIACRITICS
0fba5f4fd7d04446a0d6,HATE,ORIGINAL
dfabcf0374c142aaab94,CLEAN,ORIGINAL
5175c7d95c1d48828e88,HATE,PUNCT_NOISE
638a768637234003bfc3,HATE,PUNCT_NOISE
a098c1c8435c428195bc,CLEAN,OBFUSCATION
c52538897b5a45e2be0f,CLEAN,NO_DIACRITICS
c7683e48d4cf4e72b50a,CLEAN,OBFUSCATION
a5c6beb9cd6e4a008f53,CLEAN,OBFUSCATION
f18cbe278a1642fbb4e0,HATE,OBFUSCATION
08b1fe7c5e6e4cf184ea,CLEAN,ORIGINAL
358b35dc07ae4c13a029,CLEAN,CHAR_REPEAT
19d904ad471a4d3d8868,CLEAN,MIXED
256e7f03a7fa4477b949,CLEAN,PUNCT_NOISE
acbf4dfea1aa43cebdea,CLEAN,MIXED
ea12b3fb2f8c4a409782,CLEAN,NO_DIACRITICS
22d2d70b46b04c5dac7f,CLEAN,CHAR_REPEAT
e3daa1d0fccd42749664,OFFENSIVE,PUNCT_NOISE
f6ebdc8f692f46dcbbfa,CLEAN,ORIGINAL
9e463862a6e4468ead17,CLEAN,ORIGINAL
2747731267454d74b4a2,CLEAN,OBFUSCATION
7b8c054314b643afba7e,CLEAN,ORIGINAL
0ee5889f4b814d649ded,OFFENSIVE,OBFUSCATION
9c7b27694dd944d7ac75,OFFENSIVE,ORIGINAL
28565da3177e4dffa6ee,CLEAN,ORIGINAL
b072d025cfb64f40ab2a,CLEAN,MIXED
ac2314824032444db709,OFFENSIVE,ORIGINAL
3ce30fd959fa48f99f50,CLEAN,OBFUSCATION
76ace12f299f47ddad12,CLEAN,ORIGINAL
582c63f5c7a043ef9229,OFFENSIVE,MIXED
61a222fd13f3423eb0ac,CLEAN,OBFUSCATION
ce20bf74cd744ed5b07d,CLEAN,ORIGINAL
a226ff21649e4df79ef6,CLEAN,OBFUSCATION
2a2be9fbfa5d4d3786c7,CLEAN,PUNCT_NOISE
83091c0961e14664b00d,OFFENSIVE,OBFUSCATION
57b05145d9724b738c4e,CLEAN,OBFUSCATION
08d5cf64a5e14c8eb55e,CLEAN,ORIGINAL
ce4b97feec9645868e78,CLEAN,OBFUSCATION
de49d2b399c84931aac0,HATE,ORIGINAL
3a0a3360c3374520babc,CLEAN,ORIGINAL
1e50128933aa4646b532,CLEAN,NO_DIACRITICS
2380eb2b7e814da1b99d,CLEAN,CHAR_REPEAT
f2b43a7b3a2e4658990d,CLEAN,CHAR_REPEAT
f2e3c62df17545d4819b,CLEAN,CHAR_REPEAT
71c836f2cbd0438ebdca,CLEAN,ORIGINAL
828d180256b6426fb7c0,CLEAN,ORIGINAL
e6ee34d9b7d7426b897d,HATE,ORIGINAL
c668714c119542bf8248,CLEAN,ORIGINAL
88dc38bfe96e43bf85b9,CLEAN,ORIGINAL
836ba3d150f74304ae44,CLEAN,ORIGINAL
91a1ea65333545d2990f,CLEAN,ORIGINAL
2dea6e80efbc437e8477,CLEAN,ORIGINAL
6f727317f1bc44e4854a,HATE,CHAR_REPEAT
68038eb7bf174e55906f,CLEAN,TEENCODE
e8f39a21a6e448da8484,CLEAN,ORIGINAL
e76f2cbdeccd4ee68b9b,OFFENSIVE,CHAR_REPEAT
3d2e772a5b8042baab6e,CLEAN,CHAR_REPEAT
d4c6c04ce4e644678172,CLEAN,ORIGINAL
f58021b1850347ee849b,HATE,ORIGINAL
7e5ac3796f054af6b488,CLEAN,OBFUSCATION
ce39b552258745ee9972,CLEAN,ORIGINAL
f06496ca578d4317bb5d,CLEAN,NO_DIACRITICS
272a45cf7b5642c29583,CLEAN,MIXED
53633e18a0614d64b7ed,HATE,CHAR_REPEAT
93ce00aa1c2d49429fd3,CLEAN,PUNCT_NOISE
8262550f2ab54c229f4a,CLEAN,OBFUSCATION
19bc751bd2644c559254,CLEAN,OBFUSCATION
3d1a18bd60664e90956f,OFFENSIVE,ORIGINAL
5402a419774d4a7fb6cb,CLEAN,ORIGINAL
79a020f6d53c4baaa523,CLEAN,CHAR_REPEAT
9fd5d489092e42399336,CLEAN,NO_DIACRITICS
b163310be8b647debbbf,CLEAN,ORIGINAL
0b5d1df2d7fd46e5ab27,HATE,OBFUSCATION
30c83f8e15bd4e15a408,CLEAN,ORIGINAL
d65e69f5cd664ea79431,CLEAN,PUNCT_NOISE
131853e026844d3bb0ac,CLEAN,ORIGINAL
c1c22aac2fd14eeb96e7,CLEAN,CHAR_REPEAT
38206a9789c246e28ee2,CLEAN,OBFUSCATION
6298688fc7674c469781,HATE,OBFUSCATION
cc2ce03ace454e88be7c,HATE,PUNCT_NOISE
1188cde190c1476aa803,CLEAN,ORIGINAL
0a40beb230d64549a4e8,HATE,NO_DIACRITICS
ac776cdb64664fe3aace,CLEAN,ORIGINAL
7f382618feec4b2282a7,OFFENSIVE,TEENCODE
ff987773ddef43868168,CLEAN,MIXED
bfbf2e7fb3f245c895f7,CLEAN,NO_DIACRITICS
4a598167bbda47bcbe23,CLEAN,ORIGINAL
fb71e68c02b74fdb8cfb,CLEAN,OBFUSCATION
847fea5bf42844e38db8,HATE,ORIGINAL
38b942a02ff647c88530,CLEAN,MIXED
a2db99f3d5b0491ba29c,CLEAN,ORIGINAL
b3ef8179017e4ef0a85e,CLEAN,ORIGINAL
c8a10537d0174d39bf7f,OFFENSIVE,PUNCT_NOISE
8ece2b294ab543ad8b09,HATE,MIXED
e0e204cf21c649eca922,CLEAN,TEENCODE
9b877b49c928439b943c,HATE,ORIGINAL
dc43cb500435497abadd,HATE,PUNCT_NOISE
461064e8eb3045b0b566,CLEAN,ORIGINAL
78749a04e0fe470fb6f2,CLEAN,ORIGINAL
312a0e5743744e1882ea,HATE,OBFUSCATION
a28c0ec237304235af00,CLEAN,OBFUSCATION
74b639d881194d6baf91,HATE,MIXED
97fc7cfe74ca41698475,CLEAN,PUNCT_NOISE
5fca934192ed4f61b016,OFFENSIVE,PUNCT_NOISE
161a956c2e6d4ea888e8,CLEAN,ORIGINAL
02af0698cd0444afad64,CLEAN,NO_DIACRITICS
8465dc9253b64f248f2a,CLEAN,NO_DIACRITICS
f687e50e702e4285be68,CLEAN,ORIGINAL
96019f7a94914f34b902,CLEAN,TEENCODE
80440d0a1ff54264b444,OFFENSIVE,ORIGINAL
7486f1b9f02242cd92bf,CLEAN,OBFUSCATION
5d930d0c161b4672a36d,CLEAN,PUNCT_NOISE
ae0b3fb65c7e4ec2ac40,CLEAN,PUNCT_NOISE
9495576167904265a912,CLEAN,ORIGINAL
693b1c064d184984b91a,CLEAN,CHAR_REPEAT
6947c0e49961431e913d,CLEAN,TEENCODE
5da62a2b2a11428ca293,OFFENSIVE,NO_DIACRITICS
35ae864d5e4d4881a7d6,OFFENSIVE,MIXED
56782f9f0519433c9e01,CLEAN,OBFUSCATION
693ebf5931af4bf0909e,CLEAN,OBFUSCATION
bc99c4827531490e8805,CLEAN,NO_DIACRITICS
a3560cc6968742feadb5,OFFENSIVE,CHAR_REPEAT
2d5c28918cec42feb09d,OFFENSIVE,ORIGINAL
383e54f8e8cb4549bd3b,OFFENSIVE,OBFUSCATION
18ddc7ea172a48aaa4ac,CLEAN,CHAR_REPEAT
d0e2e996b69846fb830f,OFFENSIVE,OBFUSCATION
52f4bff0b4b345bab1ed,HATE,ORIGINAL
7c9c23fbfc504fa9bdfb,CLEAN,PUNCT_NOISE
652a1666dce34bce879f,CLEAN,NO_DIACRITICS
5e5c3cf97aac47daa84f,CLEAN,NO_DIACRITICS
39f2b7bab77a453ebe73,HATE,PUNCT_NOISE
ebc84725aa8c42a78197,CLEAN,PUNCT_NOISE
b79b548be69d41a0bc54,CLEAN,OBFUSCATION
e5e461bce0cb4377b972,CLEAN,ORIGINAL
457f6ee32a7d4b6d85bd,OFFENSIVE,OBFUSCATION
d4c46df49e2c454b9d36,CLEAN,ORIGINAL
7b3839262c444449a5bf,CLEAN,PUNCT_NOISE
4edfd9876c1e41fa97f6,CLEAN,TEENCODE
3dac19e6c1634435afee,CLEAN,CHAR_REPEAT
58042e6da4b74e78bf53,CLEAN,PUNCT_NOISE
b294eae86b084363bfa9,CLEAN,MIXED
d1a4532274ad4ec7a228,OFFENSIVE,ORIGINAL
02ae4b3ab879425e9da5,CLEAN,TEENCODE
1096d85492674adc8f15,CLEAN,CHAR_REPEAT
44c6f33881d0481d9495,CLEAN,ORIGINAL
8250c6486b12427e95b7,HATE,ORIGINAL
37f1513e863a4c8c904d,HATE,ORIGINAL
639102f3ad05453180e4,CLEAN,PUNCT_NOISE
3d5fb95034284321856b,CLEAN,PUNCT_NOISE
81dd370e89d74de7b297,CLEAN,MIXED
c0b66b8703e9437d9fc1,CLEAN,MIXED
18ab1f31c18b4334a9b7,CLEAN,NO_DIACRITICS
19eb42a377eb40cfbdfa,CLEAN,ORIGINAL
a8109f9bf6c94438949e,CLEAN,ORIGINAL
4b1b059b7d244fbcaf1d,CLEAN,ORIGINAL
cc161d5d04f741589d71,CLEAN,ORIGINAL
e30b0bcde43647ad9237,CLEAN,OBFUSCATION
430d91282c764afd863a,CLEAN,ORIGINAL
c1c949e3aa6b44c49477,CLEAN,MIXED
b330594afa8b43ae8415,CLEAN,NO_DIACRITICS
0d9923937c1a4472a2cb,CLEAN,ORIGINAL
592526fe9df140e89ac5,CLEAN,CHAR_REPEAT
8ff4a9fb2e264ba3bbb7,CLEAN,MIXED
5a6921068e6b481a8301,CLEAN,ORIGINAL
7fb5f5313deb4c069c8a,CLEAN,CHAR_REPEAT
4048a0707dd443e493a4,CLEAN,CHAR_REPEAT
1fbddf4a5e71449fa6d1,CLEAN,MIXED
5b96e4f6bca94decb479,CLEAN,ORIGINAL
4554b1f66be64b5fa266,CLEAN,CHAR_REPEAT
fee0135fb26247cca101,CLEAN,MIXED
fa26f4b628fe4aa1a9e0,CLEAN,CHAR_REPEAT
d5dbb7f9d364454c84a0,CLEAN,ORIGINAL
ed262548a6a249d7a98a,CLEAN,ORIGINAL
0cbdff4003744eafa813,CLEAN,CHAR_REPEAT
a56acd69f8334f8f8874,HATE,ORIGINAL
8cd23d8b45ae41f4874d,CLEAN,OBFUSCATION
025514860d204cbeb1fe,CLEAN,PUNCT_NOISE
6bc5c06265624dcfb33f,CLEAN,NO_DIACRITICS
17cf03d7064a4ecda521,CLEAN,ORIGINAL
48aac1e37d0e4d6d9443,CLEAN,CHAR_REPEAT
5b01bee2208b467a8617,CLEAN,PUNCT_NOISE
49e5dc4cf4a749b8bc7e,CLEAN,NO_DIACRITICS
0b87e50598154adab2c8,CLEAN,PUNCT_NOISE
d48667cba4b2453e9efc,CLEAN,NO_DIACRITICS
5a304a963c6c4fff97db,CLEAN,OBFUSCATION
e16b1b63d7264cde82a2,CLEAN,ORIGINAL
10b31b96bfd84f96aa89,CLEAN,PUNCT_NOISE
684473f5cd6449518c80,CLEAN,OBFUSCATION
8a7d1262649c431dbf1d,CLEAN,PUNCT_NOISE
d73b4217619e4a45af3d,HATE,MIXED
671f61f8de1d4b80950e,CLEAN,TEENCODE
44350a1c88034a688195,CLEAN,NO_DIACRITICS
d7e0d473a58a4ef1a7c1,OFFENSIVE,NO_DIACRITICS
cd5f869fafe3456191e0,HATE,ORIGINAL
e53a2da9dc404153a5bc,CLEAN,PUNCT_NOISE
4220e4f09d05486c91a7,CLEAN,TEENCODE
cb8a36cf6b264244bba8,HATE,OBFUSCATION
40e27ccccfe549b896d3,CLEAN,OBFUSCATION
84bc1b30acba474ca5c9,CLEAN,ORIGINAL
20416585db0846c78b28,CLEAN,NO_DIACRITICS
7caa07119b3f4402ad45,CLEAN,CHAR_REPEAT
5e095583e7724580b38d,CLEAN,TEENCODE
3856f420d30f40f98e17,HATE,CHAR_REPEAT
739f5d2dade1464681e4,CLEAN,ORIGINAL
af4c2a9e1a5d440fbcc0,CLEAN,ORIGINAL
b1f1e27846b84aa4ac63,CLEAN,ORIGINAL
507fe469399a49558ec3,HATE,ORIGINAL
f9d9e93836964c1eb1ef,CLEAN,ORIGINAL
e7c87d88910c433e8d73,CLEAN,ORIGINAL
5f754cfb2f3540379379,CLEAN,ORIGINAL
4510745b2a0d433fa558,HATE,NO_DIACRITICS
f2fdc1139cfd431588a6,CLEAN,MIXED
9645541f09634d0aa484,CLEAN,ORIGINAL
533a3f2ee2254860b3b2,CLEAN,ORIGINAL
4824eca63d26461aa05d,CLEAN,TEENCODE
bb84b87255f94b5688c3,CLEAN,ORIGINAL
b9ed4a9112134e548db9,CLEAN,ORIGINAL
88566087c31242b79cc5,CLEAN,OBFUSCATION
335e23ce469849be9a12,CLEAN,MIXED
f928795c98224ec8b0ff,CLEAN,PUNCT_NOISE
0e7ae525fc92482e8d65,HATE,ORIGINAL
7177846ff21649bf8380,CLEAN,ORIGINAL
b04f99712a164a52adcd,CLEAN,PUNCT_NOISE
19a0e660af484b749409,CLEAN,CHAR_REPEAT
fb15b443fd7744eab40a,CLEAN,OBFUSCATION
b2fdd1dfb9854689adc3,CLEAN,ORIGINAL
3fde74f5181a45f599d3,CLEAN,ORIGINAL
cfddb55fca1646308a3a,CLEAN,OBFUSCATION
829acd9db569445b8d78,CLEAN,ORIGINAL
09557b55c87c4e52b0e6,CLEAN,NO_DIACRITICS
d9bbe11625b943318266,CLEAN,PUNCT_NOISE
c7219cbd71be4aae9a5e,CLEAN,NO_DIACRITICS
0abef6a36a2e4425ba07,OFFENSIVE,PUNCT_NOISE
53ba3f81396648d2a4db,CLEAN,ORIGINAL
d76aba7431014415bcb3,CLEAN,CHAR_REPEAT
3c761a10d7f04800be0f,CLEAN,MIXED
5eaf74d31b3144688d11,CLEAN,ORIGINAL
941da33b95c94ea4a3e9,CLEAN,ORIGINAL
fb9f1000cb2a40bda30e,CLEAN,ORIGINAL
ead99ea71a794bce9d4e,CLEAN,OBFUSCATION
ced6b75f5cb14b91890c,HATE,OBFUSCATION
217b7d30f24d4dca9247,CLEAN,ORIGINAL
c22cf839f78044fbb854,CLEAN,NO_DIACRITICS
1f9d1faf68fc4ef9af70,CLEAN,CHAR_REPEAT
24dd50f1e6ce461996ce,CLEAN,CHAR_REPEAT
cb3bb1df54584a8a9b38,CLEAN,MIXED
07ea4f5bf0fa46458ba1,CLEAN,PUNCT_NOISE
6fe25bc762034c17a592,CLEAN,NO_DIACRITICS
35b9826ef7eb4f8eaac5,CLEAN,MIXED
15bdd056f5714c21a191,CLEAN,ORIGINAL
703cd6799e8d43738712,CLEAN,PUNCT_NOISE
01a4a94d72754a288fa3,CLEAN,MIXED
89b18c6a6c0b41b88741,CLEAN,ORIGINAL
400e02789b9244d89c37,CLEAN,MIXED
1f0f74474d134a55874b,HATE,ORIGINAL
c3cd4a5a035346daab14,CLEAN,NO_DIACRITICS
2f6791d7ceae4f60a0b3,CLEAN,OBFUSCATION
21f2051aeba24d4e84fc,CLEAN,TEENCODE
b934833bf802457c9c1c,CLEAN,PUNCT_NOISE
86d1e79078d14f57ae2d,CLEAN,ORIGINAL
bf3be2eddd1b4f7592e8,HATE,PUNCT_NOISE
3c384a99b20348dea444,CLEAN,ORIGINAL
45e7d1f3ebfc43ffa458,CLEAN,ORIGINAL
258937d3013c4361bf57,HATE,OBFUSCATION
749a1bca5b4b4ec4b813,CLEAN,ORIGINAL
63edaf6e0a304f2fb4b9,CLEAN,PUNCT_NOISE
c1677f29fc874bfd9f78,CLEAN,PUNCT_NOISE
8b3796b06911420c817f,CLEAN,ORIGINAL
1d0505c4987b4dbb8788,HATE,NO_DIACRITICS
873d2c7d788c4b0ebfa3,CLEAN,ORIGINAL
bb7cb2852e394a39967b,OFFENSIVE,MIXED
3e815a09890b47e6ab5b,CLEAN,OBFUSCATION
49134fc52008457da615,CLEAN,NO_DIACRITICS
04f6826d0e6745a2abe9,HATE,NO_DIACRITICS
9714119493fd468eba06,CLEAN,OBFUSCATION
9d53017ae06e40849e51,CLEAN,NO_DIACRITICS
76e26dbb76ed45e9a860,CLEAN,ORIGINAL
60e947bd0c7d43118ca5,CLEAN,PUNCT_NOISE
03cf269da2d24452a380,CLEAN,PUNCT_NOISE
b3013c0ba7af43519fbf,HATE,NO_DIACRITICS
518beec46a174db0a387,CLEAN,NO_DIACRITICS
ec1ef588d9e04e3db395,HATE,ORIGINAL
9834c3d71d174c9ca47b,CLEAN,MIXED
c3de4c70bb8b4443b341,CLEAN,ORIGINAL
12e2afbd7fe644b0b136,CLEAN,ORIGINAL
f4482f72c1bb438587a1,CLEAN,NO_DIACRITICS
439f71b761e048d18503,CLEAN,NO_DIACRITICS
92012ab9e87f49bf902a,OFFENSIVE,OBFUSCATION
1d42a2d201064839815b,CLEAN,ORIGINAL
76dc21a27291492fae29,CLEAN,ORIGINAL
7e237afbd96c468fa65e,CLEAN,ORIGINAL
49acb500ec704923ad05,HATE,NO_DIACRITICS
ceeb5dd3450f4b7c8b06,CLEAN,ORIGINAL
51be609e2d4049f39553,CLEAN,NO_DIACRITICS
8b1c21e11c3d435880c9,CLEAN,MIXED
c38fd96253ca49fba81e,CLEAN,ORIGINAL
ff830bad3580413fba64,CLEAN,OBFUSCATION
8f92a60008f842e19439,CLEAN,PUNCT_NOISE
da1a204f5ecb4854b374,CLEAN,CHAR_REPEAT
16edd008b20f4dd99d3c,CLEAN,TEENCODE
33dd13f708154c55941d,CLEAN,ORIGINAL
072da6ab82f84d50af13,CLEAN,MIXED
ba1cfac13510405390d3,CLEAN,CHAR_REPEAT
62c887f31a5f4051a2ba,OFFENSIVE,PUNCT_NOISE
14b159f87b6341f68e2a,CLEAN,ORIGINAL
62e94f8d6716418e8552,OFFENSIVE,NO_DIACRITICS
39b947f9d01a4c2eb5de,HATE,ORIGINAL
31647712304e4248acd6,CLEAN,MIXED
c7d06ed4456c4daab4ba,CLEAN,ORIGINAL
b43921f637f2455691b3,CLEAN,MIXED
c5eb0adcc74d40279d19,HATE,NO_DIACRITICS
83fad240755845fca79a,CLEAN,ORIGINAL
e2540ccba8544316aadf,CLEAN,ORIGINAL
af26e9812d3349cba1fc,CLEAN,OBFUSCATION
87efce6f1f714417a29f,CLEAN,ORIGINAL
f5756471828c4a25b887,OFFENSIVE,PUNCT_NOISE
34c15236533c463f91f9,CLEAN,ORIGINAL
b01d857efa2b4ecc836e,CLEAN,ORIGINAL
2a035fcfccf645a49f2a,CLEAN,PUNCT_NOISE
d3abb35f5b3448a0b1df,CLEAN,ORIGINAL
d7cf922b2f0f443cb288,CLEAN,CHAR_REPEAT
f82f3fa4384843a68c35,CLEAN,OBFUSCATION
1d8946f15484492eb187,CLEAN,OBFUSCATION
1cb39bc8b0fa40108abf,CLEAN,MIXED
f68b573df66c4438b45a,HATE,ORIGINAL
b5a02f0f11a64f59ac13,CLEAN,ORIGINAL
5aaa53195ec94c20b2d9,CLEAN,PUNCT_NOISE
bafa80aa30fa42cc8a06,CLEAN,CHAR_REPEAT
f7f60aa13de4435fa06c,CLEAN,ORIGINAL
9528fce9dcb5405da9a5,HATE,ORIGINAL
dfdc5a8e9ee74190b124,CLEAN,ORIGINAL
89e2e2a2f38941a8824c,CLEAN,OBFUSCATION
596404ff7eb44c6b8470,CLEAN,ORIGINAL
6974abf65d73445ca9d8,CLEAN,NO_DIACRITICS
b42e55c47f8d47c7818f,CLEAN,ORIGINAL
f226129b80d54c36bbc1,CLEAN,NO_DIACRITICS
8fbdd9703c9449579195,CLEAN,TEENCODE
43342f5ee04841b7b4ad,CLEAN,OBFUSCATION
2375c49871004cc5820b,CLEAN,NO_DIACRITICS
38665eb2916a42108ba3,CLEAN,PUNCT_NOISE
4fe2cc1314bf4daabb0a,CLEAN,CHAR_REPEAT
3533b4b577324163a892,CLEAN,PUNCT_NOISE
c906a3a40f0243f79a67,CLEAN,MIXED
97644363aff84a03a1eb,CLEAN,MIXED
ec331ff7eead4f498e17,CLEAN,ORIGINAL
8360e0d6113c4add82d0,CLEAN,ORIGINAL
a1279d25fc354ba9a246,CLEAN,MIXED
f77ffb1bc12946dd946d,CLEAN,CHAR_REPEAT
d470d070eaa94b8fac99,CLEAN,ORIGINAL
eff9be4665d04a179a64,CLEAN,NO_DIACRITICS
17cc30c5ab5a474eadd4,CLEAN,TEENCODE
55eed98a97504ca0baa0,HATE,NO_DIACRITICS
0ca1ba85abb94b4f8589,CLEAN,PUNCT_NOISE
b4d7668d4b1b4d7698eb,CLEAN,NO_DIACRITICS
155acbbf9a494ab8af79,CLEAN,MIXED
1659344ce85d46b9a353,CLEAN,NO_DIACRITICS
b958b4512b8c4341b829,CLEAN,ORIGINAL
b8466c39c17a44a0b2a2,CLEAN,MIXED
96a9f5801702485a9746,CLEAN,NO_DIACRITICS
9f983d21e47b428582a0,HATE,MIXED
0d1ae8fbc0b049179ea6,CLEAN,MIXED
a59cce8813204bd2889e,CLEAN,TEENCODE
564902fae1004c56b218,OFFENSIVE,ORIGINAL
93fadea33dcc4c8abed6,CLEAN,PUNCT_NOISE
77e5256bffb442669f8c,HATE,CHAR_REPEAT
926ce496c73d4255bdd6,CLEAN,MIXED
6ce343bc4826459b873c,CLEAN,MIXED
b86cb368a159478dad4f,CLEAN,ORIGINAL
e306742e42ef46ca9d86,CLEAN,NO_DIACRITICS
d0495ad2919641b99715,CLEAN,PUNCT_NOISE
5009749857134ce9810c,CLEAN,ORIGINAL
b04eb0991b4e4d428958,CLEAN,PUNCT_NOISE
58dccf67e9a443119c79,CLEAN,ORIGINAL
